bank_id,application_id,account_number_masked,ifsc,bank_name,verification_status
BNK990136,APP59225742,XXXXXXXX3904,OOZU0905682,AXIS BANK,verified
BNK620501,APP89445721,XXXXXXXX5615,COTF0331516,HDFC Bank,verified
BNK030874,APP14309540,XXXXXXXX3918,FRUT0939410,ICICI Bank,verified
BNK718526,APP91109762,XXXXXXXX0831,ZNYP0225938,Punjab National Bank,Verified
BNK937411,APP71711298,XXXXXXXX2136,JXXF0176764,S.B.I.,verified
BNK201341,APP13032646,XXXXXXXX0743,WOPQ0818660,Kotak Mahindra,Verified
BNK254390,APP43454434,XXXXXXXX3008,EQTP0971322,SBI,verified
BNK735759,APP45932333,XXXXXXXX8200,isqf0595296,Axis Bank,verified
BNK920924,APP79792306,XXXXXXXX6791,MJGS0347197,axis bank,verified
BNK821179,APP24981759,XXXXXXXX6715,QWRQ0930178,Kotak Mahindra Bank,verified
BNK551009,APP33129462,XXXXXXXX2746,SZLS0889727,axis bank,Verified
BNK980969,APP20616058,XXXXXXXX7441,szow0711470,ICICI BANK,Verified
BNK863329,APP64185927,XXXXXXXX8026,YPHM0190700,State Bank of India,Verified
BNK480496,APP61384395,XXXXXXXX9385,XTQX0349719,HDFC BANK,Verified
BNK848594,APP80961101,XXXXXXXX8225,KZNE0751946,PNB,verified
BNK685712,APP75268563,XXXXXXXX3942,RXXD0831019,Kotak Mahindra Bank,Verified
BNK499179,APP92378109,XXXXXXXX5822,FUFH0150518,SBI,Verified
BNK797717,APP84020422,XXXXXXXX2500,DCWP0703924,ICICI Bank,verified
BNK647868,APP65808669,XXXXXXXX8779,ggvu0792732,ICICI BANK,verified
BNK800569,APP20926886,XXXXXXXX9192,HPWP0027884,kotak bank,verified
BNK782428,APP13932464,XXXXXXXX4392,LATX0850901,hdfc bank,Verified
BNK781593,APP63380254,XXXXXXXX5962,HRXW0708208,Kotak Mahindra,Verified
BNK142319,APP97364447,XXXXXXXX0676,matp0695443,PNB,Verified
BNK446434,APP34612036,XXXXXXXX7037,SIOV0245224,PNB,Verified
BNK978090,APP50738574,XXXXXXXX0178,SJFE0104338,S.B.I.,verified
BNK157397,APP22940378,XXXXXXXX6321,UESL0173906,Icici Bank Ltd,Verified
BNK841726,APP37312143,XXXXXXXX6192,YAAZ0712063,Kotak Mahindra,verified
BNK716158,APP65432128,XXXXXXXX8678,XONQ0634159,State Bank of India,verified
BNK187417,APP75959242,XXXXXXXX6121,HPIY0610209,Axis Bank,verified
BNK102173,APP08926506,XXXXXXXX6894,LKVA0815152,ICICI BANK,verified
BNK336992,APP22351053,XXXXXXXX8639,CBEC0690216,State Bank of India,Verified
BNK038197,APP68477375,XXXXXXXX5759,LSXP0470158,punjab national bank,verified
BNK647451,APP01067559,XXXXXXXX7031,PYUX0380444,ICICI Bank,verified
BNK806426,APP06428101,XXXXXXXX5303,WHOY0143614,AXIS BANK,Verified
BNK275557,APP03587522,XXXXXXXX3021,KREL0856476,Hdfc bank Ltd,Verified
BNK494988,APP29681520,XXXXXXXX0165,BDXP0712258,Punjab National Bank,Verified
BNK014132,APP81870593,XXXXXXXX2207,YFPF0098459,HDFC Bank,verified
BNK330551,APP78481771,XXXXXXXX9703,TRMI0891296,AXIS BANK,verified
BNK155081,APP52980711,XXXXXXXX2463,RBFX0188971,State Bank of India,verified
BNK323932,APP34806765,XXXXXXXX6628,HLTI0717835,axis bank,Verified
BNK247028,APP05343290,XXXXXXXX2408,OFZU0097053,kotak bank,verified
BNK070981,APP00302878,XXXXXXXX3587,XYZJ0795159,icici bank,Verified
BNK219274,APP38514580,XXXXXXXX2619,EHDH0994518,Hdfc bank Ltd,Verified
BNK605513,APP17213739,XXXXXXXX5150,QSRX0459903,HDFC BANK,Verified
BNK111562,APP99705530,XXXXXXXX2726,lhep0856907,PNB,Verified
BNK225044,APP17700151,XXXXXXXX5520,CZUA0120958,axis bank,verified
BNK216749,APP74594991,XXXXXXXX4445,QPQK0589091,Icici Bank Ltd,Verified
BNK964267,APP91317583,XXXXXXXX0594,tunu0024347,Hdfc bank Ltd,verified
BNK404489,APP92838037,XXXXXXXX6115,XOXT0514280,HDFC BANK,Verified
BNK568045,APP82417026,XXXXXXXX8312,NUJD0294707,Axis Bank,Verified
BNK557654,APP73451928,XXXXXXXX8587,ARUI0675923,HDFC BANK,verified
BNK948303,APP27608463,XXXXXXXX5031,UGFL0789232,ICICI Bank,verified
BNK349854,APP24036460,XXXXXXXX7990,WPYC0804600,Hdfc bank Ltd,verified
BNK996664,APP18869333,XXXXXXXX9284,LWPO0381907,axis bank,verified
BNK330470,APP58020899,XXXXXXXX2006,SMBT0245813,Kotak Mahindra,verified
BNK846904,APP77903741,XXXXXXXX4400,RIOP0598296,PNB,Verified
BNK187393,APP83036752,XXXXXXXX3660,nssy0637277,kotak bank,Verified
BNK364390,APP10170285,XXXXXXXX0397,QCXV0223794,Kotak Mahindra Bank,verified
BNK482247,APP32886891,XXXXXXXX7992,WVXH0287086,Icici Bank Ltd,Verified
BNK824009,APP17288985,XXXXXXXX8740,ANSA0272397,state bank of india,verified
BNK438192,APP16799738,XXXXXXXX6130,NVZE0312799,Kotak Mahindra,verified
BNK089415,APP66764785,XXXXXXXX8229,DLXJ0894761,Punjab National Bank,Verified
BNK914422,APP81187685,XXXXXXXX4620,VFTR0680215,State Bank of India,Verified
BNK866734,APP00940992,XXXXXXXX4396,FMBL0421637,ICICI BANK,verified
BNK853199,APP79457090,XXXXXXXX1564,YTGU0636451,kotak bank,verified
BNK369952,APP09656863,XXXXXXXX2387,JGAJ0041023,ICICI BANK,verified
BNK762492,APP19397867,XXXXXXXX7274,CAOF0294447,Axis Bank,verified
BNK624669,APP69095425,XXXXXXXX8439,wawa0764238,State Bank of India,verified
BNK559797,APP07891562,XXXXXXXX9532,VDZL0438819,Punjab National Bank,verified
BNK697551,APP23731796,XXXXXXXX6922,IIID0050488,Kotak Mahindra Bank,Verified
BNK058765,APP44567621,XXXXXXXX0511,UXLB0944119,PNB,Verified
BNK102333,APP31831983,XXXXXXXX1248,QIAT0857287,Axis Bank,verified
BNK610585,APP16891237,XXXXXXXX1919,wlhn0678097,Punjab National Bank,Verified
BNK687980,APP18976257,XXXXXXXX4253,LYED0686817,Kotak Mahindra Bank,verified
BNK148859,APP36945475,XXXXXXXX9297,QVZL0840175,punjab national bank,Verified
BNK119402,APP30429596,XXXXXXXX7274,DOXC0742163,ICICI BANK,Verified
BNK873834,APP53142095,XXXXXXXX5374,oczv0171933,AXIS BANK,Verified
BNK598882,APP94319614,XXXXXXXX3967,TNUZ0370087,Punjab National Bank,Verified
BNK113432,APP44740927,XXXXXXXX6212,AXQK0398954,Axis Bank,Verified
BNK204957,APP52094927,XXXXXXXX4595,WYDP0319009,HDFC Bank,verified
BNK948739,APP09891778,XXXXXXXX9047,FNED0514800,Punjab National Bank,verified
BNK753504,APP66741713,XXXXXXXX3094,DHBN0231134,icici bank,Verified
BNK350701,APP23159430,XXXXXXXX3497,RAAW0144855,punjab national bank,verified
BNK787317,APP29083024,XXXXXXXX4748,PKLA0857423,ICICI Bank,Verified
BNK471145,APP35771750,XXXXXXXX3591,ZAFQ0061888,AXIS BANK,Verified
BNK923021,APP62446687,XXXXXXXX5930,mdfz0306948,PNB,Verified
BNK714881,APP53681963,XXXXXXXX9717,ZFDF0674634,Kotak Mahindra,verified
BNK954639,APP98733340,XXXXXXXX4286,PAVA0176968,axis bank,verified
BNK266086,APP10512713,XXXXXXXX0041,CWKM0131570,Punjab National Bank,Verified
BNK756637,APP77754673,XXXXXXXX8932,LKIA0442302,axis bank,verified
BNK099434,APP00440799,XXXXXXXX3317,WWKF0987355,ICICI Bank,verified
BNK491485,APP39271163,XXXXXXXX7925,DZNK0734112,punjab national bank,Verified
BNK748719,APP36327783,XXXXXXXX0490,RVZZ0771903,AXIS BANK,Verified
BNK185731,APP72234014,XXXXXXXX1311,VKWT0285752,S.B.I.,verified
BNK298507,APP42812588,XXXXXXXX9670,GKKB0467684,icici bank,verified
BNK036043,APP95774771,XXXXXXXX0724,GBRI0361312,SBI,verified
BNK548405,APP43311424,XXXXXXXX6466,tfer0485095,Axis Bank,Verified
BNK752009,APP31675842,XXXXXXXX9597,RSRP0011878,State Bank of India,verified
BNK314319,APP26796797,XXXXXXXX0261,WEDW0530659,ICICI BANK,verified
BNK222922,APP41943839,XXXXXXXX2970,YBRN0509287,axis bank,Verified
BNK859450,APP26588168,XXXXXXXX7934,SCSZ0971866,Punjab National Bank,Verified
BNK927811,APP13515701,XXXXXXXX7496,QXJJ0974166,kotak bank,verified
BNK234957,APP31491620,XXXXXXXX3399,EUOC0882828,ICICI Bank,verified
BNK015528,APP32561923,XXXXXXXX2480,YEHY0096530,S.B.I.,Verified
BNK279804,APP69145039,XXXXXXXX1890,GHVI0339058,punjab national bank,verified
BNK441335,APP74046328,XXXXXXXX7904,ZABX0187049,S.B.I.,verified
BNK785962,APP46218412,XXXXXXXX4223,OEPE0104850,S.B.I.,verified
BNK935179,APP29276547,XXXXXXXX5973,ELMH0981180,Icici Bank Ltd,verified
BNK479768,APP72763836,XXXXXXXX4213,VNVW0655742,S.B.I.,Verified
BNK755634,APP52587628,XXXXXXXX5404,BJXB0887851,punjab national bank,Verified
BNK097300,APP50561107,XXXXXXXX9149,VZJA0824009,Kotak Mahindra,Verified
BNK900661,APP79341072,XXXXXXXX9284,RTXT0298873,AXIS BANK,verified
BNK291109,APP90869715,XXXXXXXX3156,BDSY0906641,ICICI Bank,verified
BNK068446,APP25033919,XXXXXXXX3275,UYUU0890576,ICICI BANK,verified
BNK534219,APP21287809,XXXXXXXX9000,GTXB0832137,HDFC Bank,verified
BNK815959,APP04144287,XXXXXXXX3413,DLYH0220094,hdfc bank,Verified
BNK485563,APP49044077,XXXXXXXX1850,HDQJ0461534,HDFC Bank,verified
BNK482152,APP39343692,XXXXXXXX6248,ESQI0749723,HDFC Bank,Verified
BNK396321,APP80658917,XXXXXXXX4659,TNXX0104516,hdfc bank,verified
BNK628788,APP60137294,XXXXXXXX5813,zjlb0917572,Hdfc bank Ltd,verified
BNK347329,APP46098079,XXXXXXXX0462,DWSV0595995,axis bank,verified
BNK481863,APP55011155,XXXXXXXX2246,LBXF0480949,HDFC BANK,Verified
BNK150821,APP03460779,XXXXXXXX3981,MIYN0491267,Kotak Mahindra Bank,verified
BNK514786,APP57081484,XXXXXXXX3970,qhar0878694,Axis Bank,verified
BNK295765,APP72328749,XXXXXXXX0530,DRXT0808560,PNB,Verified
BNK142482,APP43903046,XXXXXXXX4284,YOWM0686934,Kotak Mahindra Bank,Verified
BNK941929,APP45747054,XXXXXXXX0493,NODL0308358,AXIS BANK,Verified
BNK950690,APP19279899,XXXXXXXX8143,EWBC0179100,S.B.I.,Verified
BNK275289,APP81668666,XXXXXXXX2228,QYSS0235761,Hdfc bank Ltd,Verified
BNK769685,APP48438591,XXXXXXXX7735,tbcm0893419,ICICI Bank,Verified
BNK689017,APP07189394,XXXXXXXX2228,RSDW0718968,Axis Bank,Verified
BNK692033,APP43181779,XXXXXXXX2424,IHNZ0155060,state bank of india,Verified
BNK188188,APP53756130,XXXXXXXX7953,RSKF0759213,Axis Bank,verified
BNK134690,APP59756460,XXXXXXXX7424,LWBL0587166,Kotak Mahindra Bank,Verified
BNK898537,APP15835497,XXXXXXXX8659,zgpi0978327,icici bank,Verified
BNK615444,APP42865237,XXXXXXXX6690,PXQH0292086,AXIS BANK,verified
BNK704322,APP55826917,XXXXXXXX2726,GQZW0935662,kotak bank,verified
BNK695329,APP83727327,XXXXXXXX6660,oxqd0359003,Punjab National Bank,Verified
BNK783896,APP42370022,XXXXXXXX4872,MCMD0671339,axis bank,verified
BNK848846,APP51386919,XXXXXXXX4327,IZGJ0857970,S.B.I.,verified
BNK770020,APP84772697,XXXXXXXX3273,FHRP0416336,Axis Bank,Verified
BNK429369,APP71080553,XXXXXXXX3584,KXNM0555990,Hdfc bank Ltd,verified
BNK219473,APP95667442,XXXXXXXX9880,ODXF0276312,icici bank,Verified
BNK363071,APP38040197,XXXXXXXX2541,ZNRN0923696,HDFC BANK,Verified
BNK345029,APP18116981,XXXXXXXX4858,WUNU0809633,State Bank of India,verified
BNK094761,APP73748246,XXXXXXXX2067,XVVV0017997,Punjab National Bank,verified
BNK445345,APP01645707,XXXXXXXX0160,bgxl0224422,HDFC BANK,Verified
BNK496969,APP43615748,XXXXXXXX9760,BPQA0231876,AXIS BANK,verified
BNK903496,APP89079475,XXXXXXXX7766,NDRL0094979,Hdfc bank Ltd,verified
BNK138341,APP17786820,XXXXXXXX5411,XSTU0444621,State Bank of India,verified
BNK891103,APP79764859,XXXXXXXX1590,XGQR0151530,SBI,Verified
BNK119126,APP65937852,XXXXXXXX6411,WRVF0441117,PNB,Verified
BNK752394,APP18640047,XXXXXXXX8925,ICTN0207094,ICICI BANK,verified
BNK765663,APP97185017,XXXXXXXX5029,SEKG0048335,ICICI BANK,Verified
BNK503258,APP37264425,XXXXXXXX0894,RAOJ0147027,AXIS BANK,verified
BNK023586,APP03332306,XXXXXXXX1569,JCAN0378937,Kotak Mahindra Bank,Verified
BNK486135,APP12420694,XXXXXXXX8463,ADJG0462174,Axis Bank,verified
BNK697207,APP82454665,XXXXXXXX2530,UEPU0169215,SBI,Verified
BNK081328,APP33503836,XXXXXXXX4943,XLFI0000564,HDFC BANK,Verified
BNK699710,APP33581543,XXXXXXXX7774,ZRKC0132491,S.B.I.,verified
BNK649959,APP98143672,XXXXXXXX6823,VWGL0743621,punjab national bank,verified
BNK933900,APP03849164,XXXXXXXX0907,ZURH0641046,axis bank,Verified
BNK444543,APP41967869,XXXXXXXX0479,UZZC0864059,Kotak Mahindra,Verified
BNK858068,APP49309192,XXXXXXXX5194,EKOS0679766,S.B.I.,Verified
BNK342121,APP03445346,XXXXXXXX0979,SJAU0674334,state bank of india,Verified
BNK290619,APP01905433,XXXXXXXX0097,CLVS0056575,HDFC Bank,verified
BNK982304,APP66608807,XXXXXXXX8749,SZJZ0371249,punjab national bank,Verified
BNK377627,APP41601766,XXXXXXXX7063,IOUB0819623,S.B.I.,Verified
BNK267954,APP34776432,XXXXXXXX6248,FWDO0400355,AXIS BANK,Verified
BNK837937,APP28790382,XXXXXXXX6282,klbj0538534,axis bank,verified
BNK875512,APP39772897,XXXXXXXX0027,PVXA0202147,punjab national bank,verified
BNK678635,APP46840054,XXXXXXXX0221,QHZL0870172,PNB,verified
BNK986006,APP77339372,XXXXXXXX0899,UBNQ0250071,PNB,verified
BNK150096,APP05652780,XXXXXXXX2490,CBSL0671494,ICICI BANK,Verified
BNK528230,APP64337240,XXXXXXXX3514,JARP0049575,HDFC Bank,verified
BNK115691,APP52869517,XXXXXXXX3735,CVMP0808118,AXIS BANK,Verified
BNK344030,APP18422799,XXXXXXXX8432,VXKR0443096,AXIS BANK,Verified
BNK263939,APP12156489,XXXXXXXX2563,IDTE0955889,axis bank,Verified
BNK448248,APP50232319,XXXXXXXX8936,RVYU0060306,AXIS BANK,verified
BNK151980,APP08727181,XXXXXXXX7032,VGPF0397699,HDFC BANK,Verified
BNK844063,APP17910747,XXXXXXXX7973,LCYP0416914,hdfc bank,verified
BNK476382,APP63413557,XXXXXXXX0507,RHOG0567579,Kotak Mahindra Bank,verified
BNK806240,APP55292429,XXXXXXXX1545,JAMG0913212,Punjab National Bank,verified
BNK916876,APP49406977,XXXXXXXX5825,SNGY0511318,SBI,verified
BNK650687,APP52810720,XXXXXXXX0986,pock0839558,Kotak Mahindra Bank,Verified
BNK570268,APP93878805,XXXXXXXX8655,HACU0146573,AXIS BANK,verified
BNK473263,APP38862867,XXXXXXXX0724,QRRR0210030,Axis Bank,Verified
BNK770699,APP42754052,XXXXXXXX7083,QUPI0953119,PNB,Verified
BNK052931,APP45914776,XXXXXXXX3834,BRIU0644706,Kotak Mahindra Bank,verified
BNK472677,APP82913856,XXXXXXXX9532,HABZ0502067,icici bank,Verified
BNK995035,APP61160814,XXXXXXXX0390,EBZB0948936,Icici Bank Ltd,verified
BNK610343,APP23026114,XXXXXXXX7521,QHPA0746162,punjab national bank,Verified
BNK284690,APP50973749,XXXXXXXX5655,HEHH0385865,HDFC Bank,verified
BNK544879,APP84337397,XXXXXXXX5762,DUFW0605940,PNB,verified
BNK543191,APP26456353,XXXXXXXX7418,YSEL0204532,Icici Bank Ltd,verified
BNK484953,APP50819765,XXXXXXXX1935,DGXG0750064,AXIS BANK,verified
BNK295430,APP96845165,XXXXXXXX3496,MXJN0055295,ICICI Bank,Verified
BNK615837,APP59374788,XXXXXXXX9672,NLNK0006595,HDFC BANK,verified
BNK060783,APP02481298,XXXXXXXX6450,FLAJ0635430,Axis Bank,Verified
BNK521633,APP82849364,XXXXXXXX5252,UJPN0994115,hdfc bank,Verified
BNK000194,APP79957452,XXXXXXXX5548,SZYH0598270,Kotak Mahindra Bank,verified
BNK942586,APP52906490,XXXXXXXX0200,RRQZ0076316,axis bank,verified
BNK768124,APP26154008,XXXXXXXX9870,TIYG0908130,AXIS BANK,Verified
BNK639384,APP05938535,XXXXXXXX3536,XAYB0386233,kotak bank,Verified
BNK030783,APP96304676,XXXXXXXX1822,BDKJ0582067,Kotak Mahindra Bank,Verified
BNK203241,APP89715210,XXXXXXXX3264,GJRT0563311,kotak bank,verified
BNK425237,APP53374420,XXXXXXXX8770,URPL0212893,HDFC BANK,verified
BNK429191,APP91915636,XXXXXXXX9749,WQND0141133,ICICI Bank,verified
BNK088331,APP62402444,XXXXXXXX8769,DABG0462847,HDFC Bank,verified
BNK521367,APP96544267,XXXXXXXX4161,YZGH0947756,State Bank of India,Verified
BNK622583,APP44593421,XXXXXXXX3097,YDSH0194946,Axis Bank,verified
BNK423800,APP23839650,XXXXXXXX6751,azrk0345911,Icici Bank Ltd,verified
BNK893391,APP46841679,XXXXXXXX1968,PJSV0197476,icici bank,Verified
BNK981942,APP78336451,XXXXXXXX8349,VBJZ0282550,Hdfc bank Ltd,verified
BNK989232,APP27771440,XXXXXXXX2968,SLOZ0128698,kotak bank,Verified
BNK721385,APP86950591,XXXXXXXX1955,wjkd0758270,SBI,verified
BNK354621,APP37454263,XXXXXXXX2421,TFRJ0086596,punjab national bank,verified
BNK326318,APP18225129,XXXXXXXX2603,QAWH0496257,ICICI Bank,Verified
BNK130710,APP49045557,XXXXXXXX2650,IZBZ0813230,Icici Bank Ltd,Verified
BNK025846,APP74337792,XXXXXXXX8103,EJHE0412970,ICICI BANK,Verified
BNK020500,APP89418250,XXXXXXXX6336,VSNH0285804,State Bank of India,verified
BNK695292,APP08952257,XXXXXXXX4399,JEKT0127653,punjab national bank,verified
BNK066898,APP18655946,XXXXXXXX6215,FDVU0194188,ICICI Bank,verified
BNK876890,APP04727467,XXXXXXXX2779,nkrx0902918,PNB,verified
BNK210203,APP33482096,XXXXXXXX7255,ZVWR0635213,PNB,Verified
BNK553539,APP31051804,XXXXXXXX4712,IXIN0285363,Kotak Mahindra Bank,Verified
BNK499574,APP93225327,XXXXXXXX2713,QOUK0409655,Kotak Mahindra Bank,verified
BNK278037,APP00575253,XXXXXXXX1689,BPVO0010574,Punjab National Bank,verified
BNK804710,APP40028165,XXXXXXXX0089,RYZZ0736164,PNB,Verified
BNK794453,APP03327730,XXXXXXXX7547,GEAP0661680,State Bank of India,verified
BNK321862,APP61981250,XXXXXXXX8071,OTWW0451535,PNB,Verified
BNK269028,APP27522482,XXXXXXXX0264,KLMZ0275086,AXIS BANK,Verified
BNK312884,APP70284129,XXXXXXXX5554,XYAW0198231,ICICI BANK,verified
BNK874460,APP98759960,XXXXXXXX3281,AGLD0448468,Kotak Mahindra Bank,Verified
BNK103135,APP76669309,XXXXXXXX2359,EVJY0411327,punjab national bank,Verified
BNK680538,APP24050516,XXXXXXXX1908,TPER0811366,AXIS BANK,Verified
BNK237838,APP48905444,XXXXXXXX4518,LNOW0209815,Kotak Mahindra,Verified
BNK046757,APP44643710,XXXXXXXX0697,EYCS0047195,S.B.I.,Verified
BNK411965,APP24563889,XXXXXXXX5454,TAWG0614896,Punjab National Bank,Verified
BNK843634,APP08400567,XXXXXXXX6857,JCDM0456568,icici bank,verified
BNK145911,APP78685835,XXXXXXXX3375,ttbw0424113,punjab national bank,Verified
BNK767293,APP69470523,XXXXXXXX1283,LPJB0341949,S.B.I.,Verified
BNK922221,APP56151273,XXXXXXXX4193,OQZY0849626,punjab national bank,verified
BNK762019,APP08713443,XXXXXXXX8404,PLNF0434500,state bank of india,Verified
BNK661440,APP13999180,XXXXXXXX0252,HTZQ0072366,ICICI Bank,Verified
BNK454712,APP00435410,XXXXXXXX4942,BOVU0972133,SBI,verified
BNK874112,APP81541583,XXXXXXXX3660,vapv0032937,Axis Bank,verified
BNK858959,APP14279251,XXXXXXXX7405,YFIG0493597,Icici Bank Ltd,Verified
BNK550620,APP62667848,XXXXXXXX1852,QKQN0319767,Kotak Mahindra,verified
BNK275522,APP29399754,XXXXXXXX1486,xnjm0927769,ICICI BANK,Verified
BNK180158,APP37391818,XXXXXXXX0505,UREA0606343,hdfc bank,verified
BNK184103,APP34690511,XXXXXXXX0862,KBPE0332017,state bank of india,verified
BNK759804,APP28924648,XXXXXXXX0365,xyfj0012671,Kotak Mahindra Bank,verified
BNK281523,APP54448439,XXXXXXXX7213,UZRR0853975,state bank of india,Verified
BNK882304,APP77362213,XXXXXXXX6771,PHFI0854634,axis bank,Verified
BNK200719,APP01372710,XXXXXXXX6537,XFHW0111795,Hdfc bank Ltd,Verified
BNK947366,APP47119873,XXXXXXXX1527,VHAM0854817,State Bank of India,Verified
BNK870289,APP26208816,XXXXXXXX7979,JIFB0543828,icici bank,verified
BNK424194,APP75666564,XXXXXXXX8391,NBOU0493877,SBI,verified
BNK890754,APP00233811,XXXXXXXX6314,AWNW0244939,Kotak Mahindra,Verified
BNK381499,APP66719247,XXXXXXXX8739,QWTD0494065,Punjab National Bank,verified
BNK850982,APP02333237,XXXXXXXX9035,SPII0526673,Kotak Mahindra,Verified
BNK662514,APP95874064,XXXXXXXX2125,AKWG0205238,SBI,verified
BNK637668,APP91443073,XXXXXXXX0799,PWBR0405739,ICICI Bank,verified
BNK916936,APP55577856,XXXXXXXX0175,HXEK0752968,Kotak Mahindra Bank,Verified
BNK551595,APP42677649,XXXXXXXX2689,SENZ0844719,Hdfc bank Ltd,Verified
BNK850678,APP88933043,XXXXXXXX1241,SORM0898562,Axis Bank,Verified
BNK785092,APP85789406,XXXXXXXX5701,GDOM0460251,Icici Bank Ltd,Verified
BNK588833,APP18001422,XXXXXXXX4621,zifh0442625,S.B.I.,verified
BNK598114,APP53711071,XXXXXXXX6354,MQMR0736854,S.B.I.,Verified
BNK582028,APP91630799,XXXXXXXX3155,FSBB0570907,Axis Bank,Verified
BNK157010,APP89607591,XXXXXXXX1818,VORT0035220,AXIS BANK,Verified
BNK460177,APP46855066,XXXXXXXX8674,TYTN0845559,State Bank of India,verified
BNK165330,APP32244031,XXXXXXXX9679,TCAP0386941,HDFC BANK,Verified
BNK921689,APP54211272,XXXXXXXX7351,TPAR0535947,axis bank,verified
BNK957720,APP13065491,XXXXXXXX2060,FSTB0915476,ICICI BANK,Verified
BNK669790,APP00195564,XXXXXXXX6033,PXPP0998235,Icici Bank Ltd,verified
BNK851251,APP32434830,XXXXXXXX3214,BAPW0924772,Punjab National Bank,verified
BNK319490,APP21943065,XXXXXXXX5442,VYKG0913417,Kotak Mahindra Bank,verified
BNK048081,APP64612670,XXXXXXXX7416,JAGG0032123,AXIS BANK,Verified
BNK551190,APP40423166,XXXXXXXX9906,JJMG0301145,icici bank,verified
BNK967591,APP21009386,XXXXXXXX6889,DRLK0226899,punjab national bank,verified
BNK383190,APP78127177,XXXXXXXX0422,vrbk0618766,Axis Bank,verified
BNK095989,APP95321339,XXXXXXXX2997,BFQW0133936,Punjab National Bank,verified
BNK078301,APP33810863,XXXXXXXX0453,EJGR0970751,Axis Bank,Verified
BNK821297,APP53564039,XXXXXXXX9888,MZAN0594979,State Bank of India,verified
BNK100628,APP61398617,XXXXXXXX3400,JOBI0078146,kotak bank,verified
BNK368554,APP10793304,XXXXXXXX8181,LHLW0472523,HDFC BANK,Verified
BNK216537,APP70198151,XXXXXXXX1835,LVIE0393399,Icici Bank Ltd,Verified
BNK790093,APP33144128,XXXXXXXX1393,ZPET0733810,State Bank of India,verified
BNK303397,APP69191011,XXXXXXXX1855,KHRA0847553,Hdfc bank Ltd,Verified
BNK375626,APP45827193,XXXXXXXX9340,ODQP0138649,HDFC Bank,verified
BNK403181,APP90560846,XXXXXXXX5856,DOUO0026992,Axis Bank,verified
BNK369141,APP82951661,XXXXXXXX1177,LPTP0774357,icici bank,Verified
BNK736813,APP42555409,XXXXXXXX9418,DYJZ0391278,Kotak Mahindra Bank,verified
BNK363666,APP12074106,XXXXXXXX9733,QGBU0098818,axis bank,verified
BNK496194,APP35823643,XXXXXXXX1873,ORBQ0670027,ICICI Bank,verified
BNK458428,APP94841069,XXXXXXXX0468,VFWL0560405,punjab national bank,Verified
BNK692188,APP81497795,XXXXXXXX9256,BUKX0449112,Kotak Mahindra,Verified
BNK566825,APP45652822,XXXXXXXX1520,QTPT0413150,ICICI BANK,Verified
BNK110596,APP43172211,XXXXXXXX9433,GTED0566113,Kotak Mahindra,verified
BNK725762,APP21933268,XXXXXXXX9706,YHTT0313602,PNB,verified
BNK400323,APP92558281,XXXXXXXX0381,WZHP0841840,Kotak Mahindra,verified
BNK283686,APP97186364,XXXXXXXX6388,KUWF0032161,S.B.I.,Verified
BNK036218,APP78389384,XXXXXXXX4635,PMEJ0743593,kotak bank,verified
BNK991454,APP77354759,XXXXXXXX3191,duek0096129,hdfc bank,verified
BNK087050,APP85835173,XXXXXXXX3460,YCYQ0199301,HDFC BANK,verified
BNK199349,APP92271236,XXXXXXXX3585,CRRS0308349,AXIS BANK,verified
BNK791313,APP36474023,XXXXXXXX7999,moxy0089632,axis bank,Verified
BNK034571,APP28721509,XXXXXXXX5828,dzkj0020127,Axis Bank,verified
BNK789489,APP65403413,XXXXXXXX6143,URSB0733483,State Bank of India,Verified
BNK950859,APP30100649,XXXXXXXX0653,KJZX0311853,punjab national bank,verified
BNK868492,APP15426292,XXXXXXXX7198,WEVN0927274,State Bank of India,verified
BNK393994,APP29840451,XXXXXXXX5924,JLJE0427438,Punjab National Bank,Verified
BNK923152,APP82488650,XXXXXXXX8577,AQLV0350481,AXIS BANK,Verified
BNK702029,APP99684084,XXXXXXXX4419,QVPS0825905,ICICI Bank,verified
BNK085724,APP21910981,XXXXXXXX5817,JJJS0936938,HDFC Bank,Verified
BNK229261,APP47463570,XXXXXXXX0480,CLJB0336925,punjab national bank,Verified
BNK033925,APP39122902,XXXXXXXX9887,SQWN0113146,Kotak Mahindra Bank,Verified
BNK269831,APP97661190,XXXXXXXX4307,BGAL0055930,punjab national bank,verified
BNK763166,APP35425567,XXXXXXXX5547,YUBM0800169,icici bank,verified
BNK540952,APP27070030,XXXXXXXX4400,LUHY0488877,Kotak Mahindra,Verified
BNK805638,APP46801771,XXXXXXXX1491,HYTZ0811922,Axis Bank,Verified
BNK547607,APP66557316,XXXXXXXX4717,IZOV0700177,AXIS BANK,Verified
BNK072189,APP24565396,XXXXXXXX4260,BABX0183741,AXIS BANK,verified
